Vendor_ID,Vendor_Name,Vendor_Category,Vendor_Circle,Service_Criticality,Region,Critical_Findings,High_Findings,Open_Risks,Compliance_Score,VAPT_Findings,Patch_Compliance,MFA_Enabled,Data_Access_Level,DLP_Violations,Security_Incidents,SLA_Breaches,Mitigation_Overdue_Days,Last_Assessment_Date,Assessment_Frequency,Risk_Review_Status
V0172,Dutt-Garg,IT Support,Bihar,High,South,0,2,0,100,3,87,No,Confidential,0,0,1,15,2025-08-12,Quarterly,Open
V0173,"Tak, Tella and Shetty",Cyber Security Services,Rajasthan,High,East,1,5,3,75,2,77,No,Confidential,1,1,0,15,2025-07-01,Monthly,Closed
V0174,"Tiwari, Kulkarni and Parmar",Tower Maintenance,Karnataka,Critical,West,0,0,1,100,0,92,Yes,Public,0,0,1,0,2026-04-29,Monthly,Closed
V0175,Mahajan-Uppal,Cyber Security Services,West Bengal,Critical,South,6,10,7,75,7,78,Yes,Sensitive,1,2,1,45,2026-01-01,Monthly,Under Review
V0176,"Handa, Memon and Sangha",NOC Operations,Telangana,Low,North,4,11,7,75,5,70,Yes,Confidential,2,1,1,60,2025-12-15,Monthly,Mitigation In Progress
V0177,Parikh-Sangha,Managed Services,Chandigarh,Low,South,3,3,6,80,1,82,No,Public,0,1,1,30,2025-07-25,Half-Yearly,Open
V0178,Rattan-Mand,RF Optimization,Delhi,Medium,West,0,6,5,80,3,80,Yes,Confidential,0,1,0,0,2025-07-08,Monthly,Open
V0179,Babu-Nori,NOC Operations,Rajasthan,Critical,South,5,12,7,75,3,63,No,Internal,3,1,1,45,2026-02-06,Quarterly,Under Review
V0180,"Kapoor, Rastogi and Ratta",Fiber Operations,Karnataka,Medium,North,7,11,8,40,9,42,Yes,Internal,5,4,3,90,2025-09-27,Half-Yearly,Open
V0181,Kunda-Swamy,RF Optimization,Andhra Pradesh,Critical,South,2,5,5,70,3,86,Yes,Internal,2,0,2,30,2025-10-07,Quarterly,Under Review
V0182,"Kashyap, Ratta and Divan",IT Support,West Bengal,Critical,East,1,8,5,90,3,88,No,Sensitive,0,2,0,45,2026-04-30,Monthly,Under Review
V0183,"Kothari, Vig and Saha",Network Equipment,Mohali,High,South,5,12,4,70,6,75,Yes,Confidential,2,1,1,45,2025-09-03,Half-Yearly,Under Review
V0184,Varghese and Sons,Managed Services,UP East,Low,East,4,11,8,65,7,78,No,Internal,2,1,3,30,2026-05-11,Half-Yearly,Open
V0185,"Kala, Babu and Dara",Field Operations,Punjab,Medium,West,0,1,2,85,0,92,Yes,Sensitive,0,0,0,0,2026-03-19,Monthly,Closed
V0186,Kapadia Inc,RF Optimization,Punjab,High,North,0,4,1,90,2,99,Yes,Sensitive,0,0,1,0,2025-08-23,Half-Yearly,Open
V0187,"Dua, Wali and Bandi",Fiber Operations,Telangana,High,East,0,1,1,100,1,87,Yes,Public,0,0,0,0,2025-10-05,Monthly,Closed
V0188,"Radhakrishnan, Prakash and Nath",NOC Operations,Haryana,Critical,North,1,2,0,85,1,91,No,Internal,0,1,0,15,2025-08-23,Monthly,Closed
V0189,"Ghose, Sengupta and Ahuja",Field Operations,Rajasthan,Medium,North,0,7,2,70,4,80,Yes,Sensitive,1,1,0,30,2025-12-30,Half-Yearly,Under Review
V0190,Kapoor Inc,Cloud Services,Mumbai,Low,South,1,0,3,85,1,88,Yes,Sensitive,0,0,0,15,2026-04-10,Half-Yearly,Under Review
V0191,Babu PLC,Managed Services,Mumbai,Low,North,0,2,3,80,1,82,Yes,Sensitive,0,1,0,45,2025-08-19,Annually,Mitigation In Progress
V0192,Sampath-Dey,Tower Maintenance,Rajasthan,Critical,West,5,8,10,70,3,63,Yes,Public,2,2,3,30,2026-06-12,Monthly,Mitigation In Progress
V0193,Deep Ltd,Data Center Services,UP East,Critical,West,0,3,0,90,0,95,Yes,Confidential,0,0,0,0,2025-09-12,Annually,Mitigation In Progress
V0194,"Mane, Hora and Misra",Fiber Operations,Madhya Pradesh,Medium,West,4,14,5,75,7,77,Yes,Internal,2,3,2,30,2025-11-17,Monthly,Open
V0195,"Shetty, Aggarwal and Dave",Cloud Services,Odisha,Low,West,0,1,5,90,1,95,Yes,Confidential,0,0,1,0,2026-04-22,Annually,Closed
V0196,Natarajan and Sons,Managed Services,Odisha,Critical,South,0,1,1,100,0,89,Yes,Sensitive,0,0,0,15,2026-04-28,Monthly,Mitigation In Progress
V0197,Goel-Muni,IT Support,Andhra Pradesh,Low,East,0,0,3,100,0,93,Yes,Sensitive,0,1,0,0,2025-11-11,Quarterly,Under Review
V0198,Ben-Guha,Fiber Operations,Tamil Nadu,Critical,East,0,0,4,95,1,95,Yes,Sensitive,0,0,0,0,2025-11-19,Monthly,Under Review
V0199,"Ramanathan, Dyal and Khalsa",Power Infrastructure,Gujarat,High,North,1,3,1,95,0,93,Yes,Confidential,0,0,0,15,2026-01-29,Monthly,Mitigation In Progress
V0200,"Sanghvi, Jayaraman and Chawla",IT Support,Haryana,High,South,10,17,7,60,7,65,No,Internal,7,5,3,60,2026-05-23,Half-Yearly,Mitigation In Progress
V0201,Agate-Tata,RF Optimization,Madhya Pradesh,Medium,North,0,0,0,100,0,93,Yes,Public,0,0,1,0,2025-08-24,Annually,Mitigation In Progress
V0202,Prakash-Bhat,Network Equipment,Chandigarh,High,South,0,3,2,70,1,72,Yes,Confidential,0,0,1,0,2025-10-19,Annually,Under Review
V0203,"Sinha, Walia and Taneja",Cyber Security Services,Punjab,Critical,West,1,3,5,80,2,80,No,Confidential,0,1,1,30,2025-07-14,Half-Yearly,Under Review
V0204,Nadig LLC,Tower Maintenance,Noida,Low,North,1,5,2,80,5,74,No,Internal,1,1,2,0,2026-06-18,Monthly,Open
V0205,Kant Inc,NOC Operations,Bihar,Low,North,0,2,5,85,1,73,Yes,Public,1,0,2,0,2025-07-07,Annually,Closed
V0206,Manda-Comar,NOC Operations,UP West,Critical,North,0,5,3,85,0,99,Yes,Sensitive,0,0,0,0,2026-03-15,Quarterly,Mitigation In Progress
V0207,Rege-Sagar,Cloud Services,Delhi,High,West,1,6,6,85,3,79,Yes,Confidential,1,1,2,15,2025-11-12,Annually,Open
V0208,Varty-Date,Power Infrastructure,Noida,Critical,West,1,5,3,75,2,77,Yes,Confidential,1,0,0,15,2025-08-15,Quarterly,Open
V0209,"Chana, Lata and Raman",IT Support,Bihar,Low,East,1,6,5,85,2,77,No,Public,0,0,0,30,2025-11-29,Annually,Closed
V0210,Taneja Inc,Cyber Security Services,Odisha,High,North,2,4,5,85,3,78,Yes,Internal,1,2,2,30,2026-06-18,Monthly,Under Review
V0211,"Talwar, Deo and Basu",Tower Maintenance,Mohali,Medium,East,3,6,7,60,3,73,Yes,Internal,2,1,3,45,2025-10-29,Annually,Under Review
V0212,"Narayanan, Choudhry and Kulkarni",Network Equipment,West Bengal,High,South,0,1,0,95,3,93,Yes,Sensitive,0,0,1,0,2025-08-09,Monthly,Mitigation In Progress
V0213,Nayar-Chanda,Cloud Services,Maharashtra,High,North,0,4,2,80,1,100,Yes,Internal,1,0,0,15,2025-12-09,Monthly,Open
V0214,"Chauhan, Rout and Nadig",Cyber Security Services,Bihar,Low,North,10,9,9,55,9,50,No,Public,4,3,5,90,2026-04-19,Annually,Mitigation In Progress
V0215,Nigam LLC,Managed Services,Tamil Nadu,High,West,10,14,10,55,8,48,No,Confidential,4,4,3,60,2025-07-07,Half-Yearly,Mitigation In Progress
V0216,Lala Group,Data Center Services,Delhi,Medium,East,5,5,4,75,3,71,Yes,Confidential,4,1,1,45,2025-09-12,Half-Yearly,Open
V0217,Kulkarni Group,Fiber Operations,Kerala,Medium,East,0,0,0,95,0,96,Yes,Public,1,0,1,0,2026-06-22,Quarterly,Mitigation In Progress
V0218,"Pillai, Hegde and Bajaj",Managed Services,UP West,High,West,4,9,4,80,7,69,Yes,Public,2,1,2,90,2026-01-09,Annually,Under Review
V0219,Saini-Shah,Power Infrastructure,Madhya Pradesh,High,East,1,3,4,70,1,86,Yes,Internal,0,0,0,15,2026-04-09,Annually,Open
V0220,"Nadig, Rattan and Mohan",Data Center Services,UP West,Critical,East,0,3,6,80,2,88,No,Public,1,0,2,0,2025-11-11,Monthly,Under Review
V0221,Chaudhuri and Sons,Cyber Security Services,Bihar,Medium,North,1,0,1,85,0,93,Yes,Sensitive,1,0,0,0,2025-08-25,Half-Yearly,Open
V0222,"Lanka, Nadig and Sankaran",Data Center Services,Telangana,Low,North,0,3,7,80,4,84,No,Public,2,1,0,30,2026-04-14,Annually,Open
V0223,Sarin Group,Tower Maintenance,UP East,Low,West,0,1,4,90,0,90,Yes,Sensitive,0,0,0,15,2026-02-12,Half-Yearly,Open
V0224,Hayer and Sons,RF Optimization,Tamil Nadu,Low,East,0,0,3,85,1,89,Yes,Confidential,0,0,1,0,2026-01-13,Half-Yearly,Open
V0225,Ravi-Rastogi,IT Support,Chandigarh,Medium,West,5,8,7,70,5,64,Yes,Sensitive,3,1,1,60,2025-12-22,Half-Yearly,Open
V0226,"Balan, Singh and Nagy",Cyber Security Services,Haryana,Critical,East,0,0,1,90,3,97,Yes,Sensitive,0,0,0,0,2025-10-26,Half-Yearly,Open
V0227,"Mishra, Mitra and De",Field Operations,Chandigarh,Medium,North,3,6,3,80,3,80,Yes,Sensitive,0,2,0,15,2025-10-14,Annually,Under Review
V0228,Bora and Sons,RF Optimization,Punjab,Medium,East,0,3,0,90,0,97,Yes,Internal,1,0,0,15,2026-01-23,Half-Yearly,Closed
V0229,"Walla, Bhasin and Agrawal",Cloud Services,Kerala,Medium,North,8,16,9,45,5,61,No,Internal,3,3,4,60,2025-12-01,Annually,Open
V0230,Sidhu Group,IT Support,Gurugram,Critical,North,9,9,12,55,6,44,No,Public,4,3,3,180,2026-03-17,Annually,Open
V0231,"Gandhi, Desai and Varma",Power Infrastructure,Bihar,Critical,East,10,8,6,60,9,42,No,Sensitive,5,3,3,150,2025-10-16,Monthly,Mitigation In Progress
V0232,Chakraborty-Murty,Network Equipment,Noida,High,North,0,0,0,90,2,93,Yes,Sensitive,0,0,0,0,2025-10-27,Annually,Closed
V0233,Mani-Amble,Managed Services,Mumbai,High,West,0,3,3,85,2,72,Yes,Public,1,0,2,0,2025-07-07,Half-Yearly,Mitigation In Progress
V0234,Mandal Group,Cloud Services,Mohali,Low,North,0,0,1,95,1,98,Yes,Sensitive,0,0,0,0,2025-07-12,Quarterly,Mitigation In Progress
V0235,Anand and Sons,Tower Maintenance,Assam,Low,East,3,6,9,70,5,65,Yes,Sensitive,2,1,1,45,2026-05-19,Half-Yearly,Open
V0236,Prabhu-Pandit,Cloud Services,Madhya Pradesh,High,West,0,6,7,70,2,82,Yes,Public,1,0,1,45,2025-07-21,Half-Yearly,Under Review
V0237,Solanki-Iyengar,IT Support,Gurugram,Critical,North,3,8,6,70,4,75,No,Internal,1,1,1,30,2025-11-08,Monthly,Under Review
V0238,Rout-Dara,Network Equipment,Gurugram,Low,South,10,8,8,45,7,41,No,Internal,6,3,4,90,2026-06-06,Annually,Under Review
V0239,Khatri-Kalita,RF Optimization,Karnataka,Low,West,0,1,2,90,0,87,Yes,Confidential,0,0,1,0,2026-03-09,Half-Yearly,Mitigation In Progress
V0240,"Date, Sahota and Nagar",Cyber Security Services,Mohali,High,North,2,7,8,70,1,88,No,Public,1,0,2,0,2026-03-15,Annually,Closed
V0241,Grewal-Bora,RF Optimization,Punjab,Medium,South,1,0,0,90,0,96,Yes,Sensitive,0,0,0,0,2026-06-03,Annually,Mitigation In Progress
V0242,Kaur Inc,Tower Maintenance,UP East,High,West,1,5,6,90,3,85,No,Confidential,1,0,0,30,2026-02-09,Half-Yearly,Closed
V0243,"Dixit, Shenoy and Chowdhury",Tower Maintenance,Andhra Pradesh,High,North,5,13,8,65,4,67,No,Confidential,2,1,2,30,2026-03-11,Monthly,Under Review
V0244,Minhas-Warrior,Cloud Services,Mumbai,Critical,East,1,1,4,100,2,94,Yes,Public,0,0,0,0,2026-05-15,Quarterly,Open
V0245,"Naik, Rege and Sarna",Tower Maintenance,Assam,Medium,West,0,0,1,90,0,94,Yes,Internal,0,0,0,0,2026-03-01,Quarterly,Closed
V0246,Mane-Handa,Managed Services,Gujarat,Medium,South,0,0,2,90,0,97,Yes,Confidential,1,0,0,15,2025-08-17,Quarterly,Closed
V0247,Zachariah and Sons,Tower Maintenance,UP West,Critical,South,1,4,6,85,1,74,Yes,Sensitive,2,0,1,15,2026-01-10,Half-Yearly,Mitigation In Progress
V0248,Goel-Khatri,NOC Operations,Haryana,Medium,West,8,13,6,45,8,55,No,Internal,4,4,5,90,2025-08-31,Half-Yearly,Closed
V0249,"Bassi, Sandhu and Naidu",Field Operations,Maharashtra,Medium,North,1,1,1,95,0,97,Yes,Internal,0,0,1,0,2025-10-30,Monthly,Under Review
V0250,"Bhargava, Khanna and Devi",Cyber Security Services,Assam,High,East,1,5,2,85,1,88,Yes,Internal,1,0,2,0,2026-06-02,Half-Yearly,Closed
V0251,Bobal-Chandran,Power Infrastructure,Delhi,High,North,0,0,0,95,1,99,Yes,Sensitive,0,0,0,15,2026-01-30,Annually,Open
V0252,Lanka Group,Power Infrastructure,Odisha,Medium,West,2,2,4,75,3,72,Yes,Sensitive,1,1,0,15,2026-06-03,Half-Yearly,Closed
V0253,Taneja-Sibal,Fiber Operations,Delhi,Low,North,9,13,7,50,9,42,No,Sensitive,5,3,5,120,2025-07-18,Monthly,Under Review
V0254,Sami-Barad,RF Optimization,UP West,High,South,6,8,9,75,6,72,Yes,Sensitive,3,1,1,45,2025-07-14,Quarterly,Mitigation In Progress
V0255,Bhavsar-Raghavan,Fiber Operations,UP East,Medium,North,1,0,2,90,1,95,Yes,Confidential,0,0,0,0,2026-02-27,Monthly,Closed
V0256,Baral Group,Power Infrastructure,Mohali,Critical,South,4,7,9,70,6,78,No,Internal,3,1,3,60,2025-08-25,Quarterly,Closed
V0257,Saran-Dara,Network Equipment,Chandigarh,Medium,South,2,4,3,70,2,86,Yes,Public,1,1,2,15,2025-11-14,Monthly,Under Review
V0258,"Dube, Sanghvi and Choudhury",IT Support,Gurugram,Low,West,6,9,15,55,7,41,No,Public,4,5,3,150,2026-06-09,Monthly,Closed
V0259,"Dugar, Deo and Chhabra",Cloud Services,Noida,High,East,0,5,5,80,5,88,Yes,Confidential,1,2,0,15,2025-11-02,Monthly,Open
V0260,"Mall, Varghese and Mane",Network Equipment,UP West,High,North,9,15,9,60,8,41,No,Internal,5,3,4,90,2025-07-02,Quarterly,Open
V0261,"Vohra, Sankaran and Warrior",Tower Maintenance,West Bengal,Low,South,10,8,9,60,10,59,No,Sensitive,3,4,5,90,2026-01-28,Quarterly,Closed
V0262,"Gulati, Rana and Magar",Field Operations,Mohali,Low,East,8,8,6,50,6,62,No,Sensitive,5,3,4,90,2026-06-11,Monthly,Open
V0263,Kale and Sons,Cloud Services,Punjab,Critical,West,8,18,8,55,6,57,No,Public,3,3,3,120,2026-04-13,Annually,Open
V0264,Raman Inc,IT Support,Noida,Low,West,1,3,8,85,5,76,No,Sensitive,0,1,2,30,2025-12-24,Annually,Under Review
V0265,Nanda-Doshi,Tower Maintenance,Odisha,Low,East,3,5,4,60,5,64,Yes,Confidential,4,2,1,45,2026-06-22,Quarterly,Under Review
V0266,"Jaggi, Badami and Om",Power Infrastructure,Tamil Nadu,Critical,East,1,1,1,100,0,96,Yes,Confidential,0,0,0,0,2025-12-21,Half-Yearly,Open
V0267,Swamy-Ratta,RF Optimization,Chandigarh,Low,South,1,5,3,90,2,93,Yes,Internal,0,0,0,15,2026-05-12,Annually,Mitigation In Progress
V0268,Sharaf-Sodhi,NOC Operations,Maharashtra,Low,South,7,10,6,65,10,58,No,Confidential,3,3,5,60,2026-06-20,Quarterly,Closed
V0269,Raghavan-Sane,Fiber Operations,Rajasthan,Critical,North,1,3,6,75,2,76,Yes,Public,2,1,0,0,2025-10-02,Monthly,Under Review
V0270,Subramanian Group,Field Operations,Mohali,Medium,North,1,7,7,70,3,76,Yes,Internal,0,1,1,15,2026-06-04,Half-Yearly,Closed
V0271,"Dey, Mann and Dhillon",Data Center Services,Mohali,Critical,North,3,7,9,65,4,61,No,Confidential,2,1,3,90,2025-10-19,Half-Yearly,Under Review
V0272,"Bajaj, Dugar and Bajaj",Network Equipment,Chandigarh,Critical,South,6,6,11,70,6,71,No,Confidential,3,1,3,90,2025-11-30,Quarterly,Mitigation In Progress
V0273,"Prasad, Manne and Hayer",RF Optimization,Chandigarh,Medium,West,2,2,2,90,2,82,Yes,Public,0,1,0,15,2025-07-28,Half-Yearly,Mitigation In Progress
V0274,Borde-Ravel,Fiber Operations,Gurugram,Critical,North,1,0,5,95,3,97,Yes,Internal,1,0,0,0,2026-02-08,Half-Yearly,Open
V0275,"Koshy, Mand and Vig",Network Equipment,Tamil Nadu,Low,South,0,3,3,75,3,84,Yes,Public,1,0,0,0,2026-01-07,Quarterly,Closed
V0276,Chawla-Dayal,IT Support,UP East,Low,East,7,20,7,50,9,51,No,Confidential,3,3,3,90,2025-12-10,Quarterly,Under Review
V0277,"Mutti, Mandal and Nigam",RF Optimization,Rajasthan,Low,West,4,8,4,65,6,74,No,Confidential,2,1,1,90,2026-06-20,Monthly,Mitigation In Progress
V0278,"Chaudhuri, Toor and Arya",Power Infrastructure,Telangana,Medium,South,0,1,0,100,0,97,Yes,Public,0,0,1,15,2026-05-23,Half-Yearly,Open
V0279,Mittal-Bhandari,Fiber Operations,Madhya Pradesh,Low,West,8,8,16,50,6,57,No,Internal,4,3,4,180,2025-11-19,Quarterly,Open
V0280,"Apte, Bumb and Lal",Fiber Operations,Mohali,Low,East,7,8,11,55,7,58,No,Confidential,3,5,5,60,2026-04-09,Half-Yearly,Open
V0281,"Borra, Bhakta and Shukla",Data Center Services,Noida,Low,East,3,12,7,75,3,72,Yes,Sensitive,2,2,1,60,2025-12-18,Monthly,Under Review
V0282,Narasimhan-Bassi,Power Infrastructure,Kerala,High,North,3,10,4,65,6,67,Yes,Confidential,4,2,1,45,2025-09-11,Annually,Under Review
V0283,Dave-Shah,IT Support,UP East,Medium,South,0,0,4,95,0,95,Yes,Public,0,0,1,15,2025-11-14,Half-Yearly,Under Review
V0284,Mitter-Doctor,Data Center Services,Andhra Pradesh,Medium,North,0,1,0,90,0,99,Yes,Internal,0,1,1,15,2026-03-10,Monthly,Under Review
V0285,Kamdar Group,Fiber Operations,Assam,Medium,West,5,9,7,75,3,71,No,Sensitive,1,3,3,30,2026-01-15,Quarterly,Open
V0286,Sanghvi and Sons,IT Support,Bihar,High,West,1,0,2,85,0,89,Yes,Sensitive,0,0,0,15,2026-03-18,Half-Yearly,Open
V0287,Bobal Group,RF Optimization,Andhra Pradesh,Medium,East,0,2,1,100,0,96,Yes,Confidential,1,0,0,0,2026-03-02,Monthly,Mitigation In Progress
V0288,"Sinha, Prabhu and Bail",Network Equipment,UP East,High,South,9,15,13,65,8,56,Yes,Internal,7,3,5,60,2025-09-13,Annually,Mitigation In Progress
V0289,Baria Group,Network Equipment,Noida,Medium,East,4,9,11,65,6,78,No,Internal,2,2,2,45,2026-06-02,Monthly,Under Review
V0290,Sen-Soman,Cloud Services,Mohali,Low,North,10,9,7,55,8,63,No,Public,6,3,5,150,2026-06-21,Quarterly,Mitigation In Progress
V0291,Choudhury Inc,Data Center Services,Tamil Nadu,Critical,East,2,4,4,70,4,76,No,Sensitive,1,0,0,45,2026-02-04,Annually,Closed
V0292,Choudhry and Sons,Power Infrastructure,Odisha,High,North,0,1,2,85,1,99,Yes,Public,0,0,1,15,2025-07-11,Half-Yearly,Closed
V0293,Soni-Agarwal,IT Support,Telangana,Medium,South,0,3,1,95,1,97,Yes,Internal,0,0,0,0,2026-05-09,Half-Yearly,Closed
V0294,"Barad, Nath and Desai",Field Operations,Punjab,Critical,West,0,2,0,95,0,99,Yes,Sensitive,0,0,0,0,2026-04-02,Monthly,Closed
V0295,"Gokhale, Bahl and Brahmbhatt",Field Operations,Tamil Nadu,Low,West,0,5,4,95,3,90,Yes,Sensitive,1,0,0,0,2026-05-05,Annually,Closed
V0296,Viswanathan Group,RF Optimization,Tamil Nadu,High,South,0,0,1,85,1,99,Yes,Internal,0,0,0,0,2025-08-07,Annually,Under Review
V0297,Divan-Nigam,RF Optimization,Haryana,Low,West,8,11,10,55,9,56,Yes,Internal,7,3,3,180,2026-01-22,Half-Yearly,Mitigation In Progress
V0298,Nayak LLC,Cloud Services,UP East,Critical,South,0,5,6,75,1,86,Yes,Confidential,1,0,0,30,2026-02-21,Half-Yearly,Closed
V0299,"Sengupta, Raja and Srinivasan",Data Center Services,Rajasthan,Critical,East,0,1,0,85,0,85,Yes,Internal,0,1,0,0,2026-03-24,Quarterly,Open
V0300,Venkataraman-Bhatt,Cyber Security Services,Odisha,Medium,South,3,8,6,65,5,75,No,Internal,1,2,2,60,2025-11-25,Monthly,Open
V0301,Raja-Ahluwalia,NOC Operations,Noida,Critical,West,6,11,6,70,4,74,No,Public,4,3,1,90,2026-01-12,Monthly,Closed
V0302,Memon-Gara,Network Equipment,Gujarat,Low,South,0,1,1,80,0,86,Yes,Confidential,0,1,0,0,2026-02-22,Annually,Closed
V0303,Rama-Rau,Tower Maintenance,Karnataka,Low,South,0,4,3,90,3,91,Yes,Confidential,0,0,0,0,2025-09-24,Annually,Under Review
V0304,Naik-Radhakrishnan,Network Equipment,Mumbai,High,East,3,3,4,80,3,84,No,Confidential,0,0,0,15,2025-10-13,Monthly,Open
V0305,Babu-Dave,IT Support,Mumbai,High,South,5,9,7,65,7,72,Yes,Confidential,2,1,2,90,2026-05-17,Annually,Mitigation In Progress
V0306,Ghosh Group,Cloud Services,Haryana,Low,South,1,5,2,85,0,88,Yes,Public,0,0,0,0,2025-09-30,Quarterly,Closed
V0307,"Chanda, Lalla and Viswanathan",Power Infrastructure,Delhi,Critical,South,4,9,4,75,4,62,No,Internal,1,3,1,45,2025-12-08,Annually,Open
V0308,Prasad Inc,Power Infrastructure,West Bengal,High,East,0,4,3,80,1,79,Yes,Internal,0,1,0,30,2025-08-24,Annually,Closed
V0309,Chand-Gola,Fiber Operations,Bihar,Critical,North,1,3,7,85,3,86,Yes,Confidential,1,0,2,15,2025-10-27,Annually,Closed
V0310,Rajagopalan-Batra,Power Infrastructure,Tamil Nadu,High,East,0,0,0,95,1,92,Yes,Confidential,0,0,0,0,2026-04-15,Monthly,Under Review
V0311,Kumar-Nair,Tower Maintenance,Odisha,High,West,1,4,2,75,2,73,No,Public,0,1,0,30,2026-01-30,Half-Yearly,Open
V0312,"Dutt, Varughese and Sehgal",NOC Operations,Mumbai,High,South,0,5,1,95,0,89,Yes,Sensitive,0,0,0,15,2026-05-13,Quarterly,Closed
V0313,Tailor LLC,Cloud Services,Delhi,Medium,North,0,2,0,90,1,88,Yes,Internal,0,0,0,0,2025-10-13,Half-Yearly,Under Review
V0314,Balakrishnan-Khanna,Power Infrastructure,Chandigarh,Low,North,0,0,1,90,2,91,Yes,Sensitive,0,0,0,15,2025-12-27,Quarterly,Open
V0315,Dar-Choudhary,Cloud Services,Chandigarh,Low,South,8,10,7,55,8,53,No,Public,5,3,5,60,2025-12-31,Annually,Under Review
V0316,"Sagar, Pal and Chowdhury",RF Optimization,Maharashtra,High,South,0,2,3,75,2,84,Yes,Internal,2,1,0,15,2025-07-30,Quarterly,Mitigation In Progress
V0317,Ray-Sheth,Data Center Services,Noida,Medium,East,6,8,4,65,5,64,Yes,Public,4,2,3,60,2025-08-31,Quarterly,Under Review
V0318,Lalla-Vala,Power Infrastructure,Tamil Nadu,High,East,9,10,17,65,8,61,No,Internal,6,4,3,120,2026-03-15,Quarterly,Mitigation In Progress
V0319,Saraf Group,IT Support,Noida,Low,South,0,0,5,85,0,96,Yes,Public,1,0,0,15,2025-08-16,Annually,Closed
V0320,"Bhakta, Deo and Biswas",RF Optimization,Mohali,Critical,North,1,8,4,85,3,75,Yes,Public,0,0,2,0,2025-12-26,Half-Yearly,Closed
V0321,"Singh, Shanker and Hayre",Power Infrastructure,Gujarat,High,East,5,5,5,70,5,75,Yes,Sensitive,2,2,3,90,2026-05-28,Quarterly,Closed
V0322,"Comar, Peri and Kota",Cloud Services,Telangana,Medium,East,0,1,0,95,2,92,Yes,Internal,1,0,0,0,2026-05-08,Quarterly,Closed
V0323,Varughese-Chauhan,Fiber Operations,Telangana,Medium,North,2,3,5,70,2,72,Yes,Internal,1,1,2,15,2025-09-20,Half-Yearly,Mitigation In Progress
V0324,"Choudhry, Palan and Thaman",Tower Maintenance,Telangana,Medium,South,2,3,2,80,4,88,Yes,Confidential,1,1,0,0,2026-03-05,Monthly,Under Review
V0325,Aggarwal LLC,Cyber Security Services,Madhya Pradesh,High,North,0,1,2,90,2,98,Yes,Sensitive,0,0,1,0,2025-08-04,Half-Yearly,Open
V0326,Talwar-Srinivasan,IT Support,Delhi,High,West,1,8,5,80,2,76,No,Public,2,0,2,30,2025-07-23,Annually,Open
V0327,Bakshi PLC,Network Equipment,Telangana,Low,North,5,14,7,65,3,71,Yes,Sensitive,2,2,2,45,2025-07-17,Half-Yearly,Mitigation In Progress
V0328,"Ramakrishnan, Vaidya and Mangat",IT Support,Mumbai,Medium,West,0,6,2,85,1,86,Yes,Internal,1,1,1,0,2026-01-25,Quarterly,Under Review
V0329,Iyengar Group,Power Infrastructure,Kerala,Medium,North,0,4,0,90,0,97,Yes,Internal,0,0,0,0,2025-09-26,Monthly,Mitigation In Progress
V0330,Suresh Inc,Fiber Operations,Gurugram,Critical,South,1,5,2,80,2,77,Yes,Confidential,2,0,0,15,2026-01-26,Half-Yearly,Open
V0331,Kala-Iyengar,Managed Services,Gurugram,Critical,South,0,3,5,85,2,79,Yes,Sensitive,1,1,0,15,2025-10-09,Monthly,Open
V0332,Som-Mani,Tower Maintenance,Punjab,Low,East,9,14,12,45,7,53,Yes,Confidential,6,5,4,150,2025-12-02,Half-Yearly,Under Review
V0333,"Parmer, Din and Bhakta",Managed Services,UP West,Critical,West,3,9,3,75,1,77,No,Internal,2,0,1,0,2026-02-02,Quarterly,Closed
V0334,"Bali, Luthra and Sule",Tower Maintenance,Punjab,Critical,East,7,10,9,65,7,48,No,Sensitive,4,3,5,90,2026-03-25,Annually,Mitigation In Progress
V0335,Mitra-Sankar,Power Infrastructure,Tamil Nadu,Critical,South,3,5,4,65,5,70,Yes,Public,2,3,1,45,2026-06-14,Annually,Under Review
V0336,Rajagopalan PLC,Power Infrastructure,Maharashtra,High,East,9,9,6,50,10,45,No,Internal,5,4,4,150,2026-05-02,Quarterly,Mitigation In Progress
V0337,Tata-Sinha,Tower Maintenance,UP West,Critical,North,3,8,9,70,3,69,Yes,Confidential,2,2,1,45,2025-08-11,Monthly,Closed
V0338,Edwin PLC,Power Infrastructure,Chandigarh,Low,North,0,1,0,90,2,99,Yes,Sensitive,0,0,0,0,2025-08-14,Monthly,Under Review
V0339,Sarin-Bera,Cloud Services,Madhya Pradesh,Medium,West,1,4,5,80,2,76,Yes,Internal,2,2,0,15,2026-03-20,Quarterly,Open
V0340,"Mammen, Ganguly and Om",Managed Services,Tamil Nadu,Critical,East,3,8,9,65,3,71,No,Public,1,1,2,60,2026-03-04,Half-Yearly,Closed
V0341,Som LLC,Network Equipment,Punjab,High,East,1,2,3,80,2,76,Yes,Internal,0,1,0,15,2026-05-08,Annually,Mitigation In Progress
V0342,Mutti-Konda,Field Operations,Bihar,Low,South,0,2,4,70,3,86,Yes,Internal,1,1,1,0,2025-12-21,Quarterly,Open
V0343,Datta-Nazareth,Tower Maintenance,Delhi,Medium,South,0,3,1,85,1,85,Yes,Sensitive,0,0,0,0,2025-08-06,Quarterly,Mitigation In Progress
